Year	ERF
0	0.5801541966046793
1	0.10718600835775614
2	-0.5360615381180033
3	0.24862583004678646
4	0.17200929759137348
5	0.4147730827340794
6	0.20799729085146734
7	0.4606449469021887
8	0.2927981697192424
9	0.007095052126485257
10	0.3083968659956186
11	-0.4147219169765832
12	-0.6089228681136495
13	-0.11890730122566083
14	-0.2470199200831924
15	0.210489918514207
16	0.395309934493111
17	-0.0040153879260008615
18	0.4876390300263245
19	0.1529624463566144
20	0.31043739109031554
21	0.20636135018970225
22	0.15685207124978293
23	0.325641889612625
24	0.0701709000405897
25	-0.016132888558440056
26	0.40687708412132684
27	0.20400948309923644
28	0.04387585587989906
29	0.11797283322663944
30	-0.2522197801521975
31	0.34305304493695254
32	0.13980561472690808
33	-0.3732267904987337
34	-1.8525668748932025
35	-0.44443733618303366
36	-0.1748851505410718
37	0.28367531135095375
38	0.1643576115704618
39	-0.23445931161228906
40	0.18782861072755275
41	-0.21663754535044832
42	0.17715408315169492
43	0.29997263662091234
44	0.2290085244079965
45	0.5210290293518897
46	-0.23486621537647479
47	0.07469468898819223
48	0.27860355378808566
49	0.17655214764562016
50	0.2236447324031821
51	0.34080202349647964
52	-0.7234536306167462
53	-0.5260702491561682
54	-0.09565606398322936
55	0.2496069112085315
56	0.03780563182738438
57	0.3356700527027842
58	0.2930876292937248
59	-0.14366366994971186
60	0.4838393297535316
61	0.36354253241495393
62	-0.938614682998882
63	-0.004305792305665121
64	0.37394541945925175
65	0.1547126995577921
66	0.49263727385406564
67	0.6642189187971168
68	0.3805566256935854
69	0.11043666735054092
70	0.5846229538859571
71	0.33865552511842445
72	0.28450887906888345
73	0.4340419506619221
74	0.5487533940085596
75	0.39401771930955765
76	0.25545537928173545
77	0.4171651945706042
78	0.5265379118327924
79	0.40752097795582537
80	-0.04283888494636026
81	0.22074332955937304
82	0.4359446140342125
83	0.6124059420806115
84	0.19858112314361392
85	0.3248677214530503
86	0.11448138808218322
87	0.3481807760005741
88	0.6237842998975718
89	0.5290526702215508
90	0.25044969453141264
91	0.5766617272962445
92	0.48723272234015663
93	0.5896311606233036
94	0.28577022428022786
95	0.25466955532387053
96	0.48138764984181726
97	0.6117079587894515
98	0.37674802365255644
99	0.6224174109829806
100	0.6379958719038705
101	0.3383715486614324
102	0.5769075444807921
103	0.07581603932049902
104	0.3303234367686976
105	0.6354734532641995
106	0.27482630317025203
107	0.41886910893584894
108	0.5654619812435269
109	0.16840639256447937
110	0.6891976876299601
111	0.011063704742924452
112	-0.09161852891571254
113	-0.9196519377467564
114	0.2513820566031434
115	-0.202666265913429
116	0.39309099124956365
117	-0.029774658637087892
118	1.0315734174656508
119	0.4621652152121115
120	0.6404757723914991
121	0.05839331358804675
122	0.5016146319556457
123	0.6326972288414936
124	0.19109358184071562
125	0.05497420696923477
126	0.44788285233526803
127	0.5744900638092213
128	0.8183586613742418
129	0.6302464227929226
130	0.8027841881980569
131	0.7476023283437004
132	0.4448737846364768
133	0.6916966138317167
134	0.9382122812526251
135	0.699996875611528
136	0.8530118956613735
137	0.9537050769684463
138	0.9183793239499081
139	1.3253425492973832
140	1.4949471027470684
141	0.6014530620757521
142	-0.7849795159714756
143	0.7862200965047009
144	1.3351982547096795
145	1.4738006081873838
146	1.651685014611974
147	1.6833231248825236
148	1.2968849843508652
149	1.677554535868885
150	1.7378234795974432
151	1.838456190082884
152	1.9933037032114072
153	1.5229900726068273
154	1.1839811393447461
155	1.809509316550099
156	1.5103255283880992
157	1.7855481176021852
158	2.260167445515867
159	1.9353472741539184
160	2.2854280791437405
161	1.7950658643388264
162	2.228703045466756
163	2.3966658541826407
164	2.5742022020559125
165	2.177769824524194
166	2.3468118258668778
167	2.1486946794645974
168	2.8547888129641033
169	2.2873903509709805
170	2.78952818117562
171	2.2448513536013324
172	2.9816872024138528
173	3.135074255793946
174	2.7535055299155866
175	2.419380771465744
176	3.1279100695610236
177	2.8959189351524284
178	2.7406321617883798
179	2.9640092891832874
180	3.0527260857115928
181	2.808811527947265
182	3.0047442601568815
183	2.720719840888713
184	3.550756271606195
185	3.2520237053645236
186	3.4493528853665536
187	3.0310105675701884
188	3.195866146348652
189	3.4143840960213465
190	3.553752152145317
191	3.53826037374308
192	2.975644914017113
193	3.3447946256101853
194	3.4762960591746186
195	3.4646736770186024
196	3.9455219010074245
197	3.710819317016047
198	3.427587332470603
199	3.75925473802452
200	3.3184947518785552
201	3.719900619256762
202	3.853650079173811
203	3.5830101217177206
204	3.351065269004128
205	3.749320950169401
206	3.7098759873649128
207	3.8484036234997956
208	3.9012373722333185
209	4.03727201270558
210	3.7764527489343
211	3.779298744484146
212	4.07471196043026
213	4.127231963121661
214	4.196597262863657
215	3.8521318911355555
216	3.929712971142211
217	4.26041888893583
218	4.301177066577425
219	3.6887288010508184
220	4.212591394059006
221	4.3218843753410745
222	4.290919874005537
223	4.102360473567488
224	3.8493784131908435
225	4.271675564610213
226	4.549037597232131
227	4.0270949041114275
228	4.390068156406986
229	4.243483068616998
230	4.027606802524425
231	4.545543074433662
232	3.9553543586869604
233	3.8420936839197046
234	4.582651191079519
235	4.462090672350573
236	4.146334498087323
237	4.336802972257959
238	4.37373012878676
239	4.628663239325554
240	4.457882213253624
241	4.2538167303024625
242	4.053231979043771
243	4.406654664448968
244	4.481046160096511
245	4.242120152206217
246	4.316073722100109
247	3.949258121229803
248	4.6409268396196195
249	4.536570198673193
250	4.2467312788423115
