Year,tas_diff
1850,0.2549122433862029
1851,0.19696274519852505
1852,0.19733867078157555
1853,-0.0057518128317933515
1854,0.17873609120631337
1855,0.12037397710863104
1856,-0.003065422842293608
1857,-0.021923402557072175
1858,0.1285151680227304
1859,0.12138577561998737
1860,-0.09521014531419922
1861,-0.13632649722437917
1862,-0.002806679613133925
1863,0.08327327340312188
1864,-0.0007707054722797049
1865,-0.0014313917937951448
1866,0.08334518107340001
1867,0.1430248804014101
1868,0.11055126649066134
1869,-0.014505166369069483
1870,-0.004050415077877234
1871,0.0848619823271879
1872,0.11666607346930968
1873,0.08670320647656202
1874,-0.029028249897427055
1875,-0.011230395159240486
1876,0.009051055126206492
1877,0.14529794166131282
1878,0.14919982594858633
1879,0.009011767819069372
1880,-0.09780768878059032
1881,-0.1116441282726027
1882,0.043285848851272554
1883,0.0211452471793738
1884,-0.04801178480771527
1885,-0.16556803626465055
1886,-0.1805717017810324
1887,-0.12018740445768172
1888,-0.015654525210578793
1889,-0.09195556130577781
1890,-0.24382169496942313
1891,-0.1824743443239017
1892,-0.016766740199729655
1893,0.013011378231356882
1894,-0.11156570727166577
1895,0.028087340205224492
1896,0.05492240499537521
1897,0.11415548078861401
1898,0.1501280265082577
1899,0.1533759749269915
1900,-0.1641007448579751
1901,-0.011379507165015623
1902,0.05707653041761346
1903,-0.04516328219059654
1904,0.048174785861280794
1905,-0.03022670701325883
1906,-0.054859882784800834
1907,-0.09784818183598311
1908,0.09183245580391594
1909,0.09479497861588215
1910,0.1445300000554082
1911,0.01577627106636173
1912,-0.1434066748759519
1913,-0.08157933453070898
1914,-0.01612047237956253
1915,0.0959697723429965
1916,0.14494514502461125
1917,0.0806705914344923
1918,-0.039560897540288326
1919,-0.12357529743594631
1920,-0.05331739292100954
1921,-0.08806654710344719
1922,-0.24966359741682742
1923,-0.1233658442751547
1924,0.007793762195033027
1925,-0.021833797881750605
1926,-0.15083387010995392
1927,-0.05626237655671423
1928,0.07084310399049579
1929,-0.06894270636920394
1930,-0.14318503034679264
1931,0.04454557686480859
1932,0.030493002451315088
1933,0.03464369323404759
1934,-0.02833761407365784
1935,0.06554230681848222
1936,0.06421315145892734
1937,-0.0698443607713079
1938,-0.22272644726399404
1939,-0.3165720140547068
1940,-0.24174245745056538
1941,-0.2686574586807751
1942,-0.11104651522118641
1943,-0.018588242464640747
1944,-0.14829010356825928
1945,-0.0493708980463371
1946,-0.008948517715892557
1947,-0.12037849666436612
1948,-0.1642294408939443
1949,-0.05617631500655246
1950,-0.06181699097800253
1951,-0.25788115486003343
1952,-0.09577300463403043
1953,-0.04911416647385597
1954,-0.008016694787922718
1955,-0.22211718313083706
1956,0.02640902976812254
1957,-0.028260891182200987
1958,-0.10786007138182602
1959,-0.11472542702286598
1960,-0.0076383951414704665
1961,0.06951632154376852
1962,-0.00813369278039311
1963,-0.3036383541755988
1964,-0.3703340344320036
1965,-0.45207212065542607
1966,-0.1882748554166619
1967,-0.08145261486900171
1968,-0.15797885142097895
1969,-0.10673003005382573
1970,-0.09127900651101878
1971,-0.024835919566085524
1972,-0.13072635547369318
1973,-0.11284755363484805
1974,-0.12560897625513945
1975,-0.26163997674209283
1976,-0.030625678686701102
1977,0.03173798240658876
1978,-0.16387634825285163
1979,-0.06143464969413798
1980,-0.008715586892492355
1981,-0.04186447167218604
1982,0.034970115828024284
1983,-0.07096391461484791
1984,0.02225945221677661
1985,0.07463053767894828
1986,0.07605307158304714
1987,0.20580308955200072
1988,0.1259565987720892
1989,0.03302383309523593
1990,0.11022281445064541
1991,-0.03161794535402207
1992,0.05208821134013475
1993,0.0026910956553442555
1994,-0.10692647946428546
1995,-0.1055705688699291
1996,-0.15734813489158483
1997,0.007764286205890647
1998,0.0016601549335346633
1999,-0.032896000998153485
2000,0.08037952491445388
2001,-0.1363097972718097
2002,-0.26070850156075953
2003,-0.08924969374334513
2004,0.08887872127059593
2005,0.017212304496636133
2006,-0.19244149493673834
2007,-0.08696401454273905
2008,-0.03142174317721791
2009,0.022941319837242125
2010,-0.013881370361433998
2011,-0.16766885607825133
2012,-0.20070216076368186
2013,-0.05264945654323361
2014,-0.17221002156347565
2015,-0.19469669148734448
2016,-0.25362656314523546
2017,-0.34724035355991356
2018,-0.2778159394802593
2019,-0.0232614207076427
2020,0.009291097023235828
2021,-0.10738140561997378
2022,-0.06566719842408819
2023,-0.1591264811862314
2024,-0.2082499278554062
2025,-0.23750315025407653
2026,-0.10102314179928573
2027,0.05898777750205886
2028,0.059642371437937935
2029,-0.06297933756670959
2030,-0.14538873678320963
2031,0.0556832932625535
